verbatimSRS	reps
WGS955	1
WGS993	1
WGS1126	1
WGS1164	1
WGS1335	1
WGS1373	1
WGS1506	1
WGS1544	1
WGS158	3
WGS1582	1
WGS1715	1
WGS1753	1
WGS1791	1
WGS1924	1
WGS196	3
WGS1962	1
WGS2789	1
WGS2998	1
WGS3007	1
WGS3045	1
WGS329	1
WGS367	1
WGS538	1
WGS576	1
WGS709	1
WGS747	1
WGS785	1
WGS918	1
WGS956	1
WGS994	1
WGS1127	1
WGS1165	1
WGS1336	1
WGS1374	1
WGS1507	1
WGS1545	1
WGS1583	1
WGS159	3
WGS1716	1
WGS1754	1
WGS1792	1
WGS1925	1
WGS1963	1
WGS197	3
WGS2010	1
WGS2999	1
WGS3008	1
WGS3046	1
WGS368	1
WGS539	1
WGS577	1
WGS748	1
WGS786	1
WGS919	1
WGS957	1
WGS995	1
Macedonian Grid	2
WGS1128	1
WGS1166	1
WGS1337	1
WGS1375	1
WGS1508	1
WGS1546	1
WGS1584	1
WGS1717	1
WGS1755	1
WGS1793	1
WGS1926	1
WGS1964	1
WGS198	3
WGS2011	1
WGS2220	1
WGS2600	1
WGS3009	1
WGS3047	1
WGS369	1
WGS578	1
WGS749	1
WGS787	1
WGS958	1
WGS996	1
ED50	330046
WGS1129	1
WGS1167	1
WGS1338	1
WGS1376	1
WGS1509	1
WGS1547	1
WGS1585	1
WGS1718	1
WGS1756	1
WGS1794	1
WGS1927	1
WGS1965	1
WGS199	3
WGS2012	1
WGS2050	1
WGS2221	1
WGS2430	1
WGS2601	1
WGS2810	1
WGS3048	1
WGS579	1
WGS788	1
WGS90	3
WGS959	1
WGS997	1
WGS1168	1
WGS1339	1
WGS1377	1
WGS1548	1
WGS1586	1
WGS1719	1
WGS1757	1
WGS1795	1
WGS1928	1
WGS1966	1
WGS2013	1
WGS2051	1
WGS2222	1
WGS2260	1
WGS2431	1
WGS2602	1
WGS2640	1
WGS2811	1
WGS3049	1
WGS789	1
WGS91	3
WGS998	1
(wgs84)	6278
WGS1169	1
WGS1378	1
WGS1549	1
WGS1587	1
WGS1758	1
WGS1796	1
WGS1929	1
WGS1967	1
WGS2014	1
WGS2052	1
WGS2090	1
WGS2223	1
WGS2261	1
WGS2432	1
WGS2470	1
WGS2603	1
WGS2641	1
WGS2812	1
WGS2850	1
WGS92	3
WGS999	1
WGS1379	1
WGS1588	1
WGS1759	1
WGS1797	1
WGS1968	1
WGS2015	1
WGS2053	1
WGS2091	1
WGS220	3
WGS2224	1
WGS2262	1
WGS2433	1
WGS2471	1
WGS2604	1
WGS2642	1
WGS2680	1
WGS2813	1
WGS2851	1
WGS600	1
WGS93	3
WGS1589	1
WGS1798	1
WGS1969	1
WGS2016	1
WGS2054	1
WGS2092	1
WGS221	3
WGS2225	1
WGS2263	1
WGS2434	1
WGS2472	1
WGS2605	1
WGS2643	1
WGS2681	1
WGS2814	1
WGS2852	1
WGS2890	1
WGS430	1
WGS601	1
WGS810	1
WGS94	3
WGS1799	1
WGS2017	1
WGS2055	1
WGS2093	1
WGS222	3
WGS2226	1
WGS2264	1
WGS2435	1
WGS2473	1
WGS260	2
WGS2606	1
WGS2644	1
WGS2682	1
WGS2815	1
WGS2853	1
WGS2891	1
WGS431	1
WGS602	1
WGS640	1
WGS811	1
WGS95	3
WGS1020	1
WGS1400	1
WGS2018	1
WGS2056	1
WGS2094	1
WGS2227	1
WGS223	3
WGS2265	1
WGS2436	1
WGS2474	1
WGS2607	1
WGS261	2
WGS2645	1
WGS2683	1
WGS2816	1
WGS2854	1
WGS2892	1
WGS432	1
WGS470	1
WGS603	1
WGS641	1
WGS812	1
WGS850	1
WGS96	3
WGS1021	1
WGS1230	1
WGS1401	1
WGS1610	1
WGS2019	1
WGS2057	1
WGS2095	1
WGS2228	1
WGS224	3
WGS2266	1
WGS2437	1
WGS2475	1
WGS2608	1
WGS262	2
WGS2646	1
WGS2684	1
WGS2817	1
WGS2855	1
WGS2893	1
WGS433	1
WGS471	1
WGS604	1
WGS642	1
WGS680	1
WGS813	1
WGS851	1
WGS97	3
NAD83/WGS84	43
WGS1022	1
WGS1060	1
WGS1231	1
WGS1402	1
WGS1440	1
WGS1611	1
WGS1820	1
WGS2058	1
WGS2096	1
WGS2229	1
WGS225	3
WGS2267	1
WGS2438	1
WGS2476	1
WGS2609	1
WGS263	2
WGS2647	1
WGS2685	1
WGS2818	1
WGS2856	1
WGS2894	1
WGS434	1
WGS472	1
WGS605	1
WGS643	1
WGS681	1
WGS814	1
WGS852	1
WGS890	1
WGS98	3
WGS1023	1
WGS1061	1
WGS1232	1
WGS1270	1
WGS1403	1
WGS1441	1
WGS1612	1
WGS1650	1
WGS1821	1
WGS2059	1
WGS2097	1
WGS226	3
WGS2268	1
WGS2439	1
WGS2477	1
WGS264	2
WGS2648	1
WGS2686	1
WGS2819	1
WGS2857	1
WGS2895	1
WGS435	1
WGS473	1
WGS606	1
WGS644	1
WGS682	1
WGS815	1
WGS853	1
WGS891	1
WGS99	3
Urticales	1
WGS1024	1
WGS1062	1
WGS1233	1
WGS1271	1
WGS1404	1
WGS1442	1
WGS1480	1
WGS1613	1
WGS1651	1
WGS1822	1
WGS1860	1
WGS2098	1
WGS2269	1
WGS227	3
WGS2478	1
WGS2649	1
WGS265	2
WGS2687	1
WGS2858	1
WGS2896	1
WGS436	1
WGS474	1
WGS607	1
WGS645	1
WGS683	1
WGS816	1
WGS854	1
WGS892	1
WGS1025	1
WGS1063	1
WGS1234	1
WGS1272	1
WGS1405	1
WGS1443	1
WGS1481	1
WGS1614	1
WGS1652	1
WGS1690	1
WGS1823	1
WGS1861	1
WGS2099	1
WGS228	3
WGS2479	1
WGS266	2
WGS2688	1
WGS2859	1
WGS2897	1
WGS437	1
WGS475	1
WGS608	1
WGS646	1
WGS684	1
WGS817	1
WGS855	1
WGS893	1
WGS1026	1
WGS1064	1
WGS1235	1
WGS1273	1
WGS1406	1
WGS1444	1
WGS1482	1
WGS1615	1
WGS1653	1
WGS1691	1
WGS1824	1
WGS1862	1
WGS229	3
WGS267	2
WGS2689	1
WGS2898	1
WGS438	1
WGS476	1
WGS609	1
WGS647	1
WGS685	1
WGS818	1
WGS856	1
WGS894	1
desconocido	5829
WGS1027	1
WGS1065	1
WGS1236	1
WGS1274	1
WGS1407	1
WGS1445	1
WGS1483	1
WGS1616	1
WGS1654	1
WGS1692	1
WGS1825	1
WGS1863	1
WGS268	2
WGS2899	1
WGS439	1
WGS477	1
WGS648	1
WGS686	1
WGS819	1
WGS857	1
WGS895	1
WGS1028	1
WGS1066	1
WGS1237	1
WGS1275	1
WGS1408	1
WGS1446	1
WGS1484	1
WGS1617	1
WGS1655	1
WGS1693	1
WGS1826	1
WGS1864	1
WGS2120	1
WGS2500	1
WGS269	2
WGS478	1
WGS649	1
WGS687	1
WGS858	1
WGS896	1
unknown	480187
EPSG:25830	25
WGS1029	1
WGS1067	1
WGS1238	1
WGS1276	1
WGS1409	1
WGS1447	1
WGS1485	1
WGS1618	1
WGS1656	1
WGS1694	1
WGS1827	1
WGS1865	1
WGS2121	1
WGS2330	1
WGS2501	1
WGS2710	1
WGS479	1
WGS688	1
WGS859	1
WGS897	1
WGS1068	1
WGS1239	1
WGS1277	1
WGS1448	1
WGS1486	1
WGS1619	1
WGS1657	1
WGS1695	1
WGS1828	1
WGS1866	1
WGS2122	1
WGS2160	1
WGS2331	1
WGS2502	1
WGS2540	1
WGS2711	1
WGS2920	1
WGS689	1
WGS898	1
WGS1069	1
WGS1278	1
WGS1449	1
WGS1487	1
WGS1658	1
WGS1696	1
WGS1829	1
WGS1867	1
WGS2123	1
WGS2161	1
WGS2332	1
WGS2370	1
WGS2503	1
WGS2541	1
WGS2712	1
WGS2750	1
WGS2921	1
WGS899	1
Unknown	16
WGS120	3
WGS1279	1
WGS1488	1
WGS1659	1
WGS1697	1
WGS1868	1
WGS2124	1
WGS2162	1
WGS2333	1
WGS2371	1
WGS2504	1
WGS2542	1
WGS2580	1
WGS2713	1
WGS2751	1
WGS2922	1
WGS2960	1
WGS500	1
WGS121	3
WGS1489	1
WGS1698	1
WGS1869	1
WGS2125	1
WGS2163	1
WGS2334	1
WGS2372	1
WGS2505	1
WGS2543	1
WGS2581	1
WGS2714	1
WGS2752	1
WGS2790	1
WGS2923	1
WGS2961	1
WGS330	1
WGS501	1
WGS710	1
S42W	1
WGS122	3
WGS160	3
WGS1699	1
WGS2126	1
WGS2164	1
WGS2335	1
WGS2373	1
WGS2506	1
WGS2544	1
WGS2582	1
WGS2715	1
WGS2753	1
WGS2791	1
WGS2924	1
WGS2962	1
WGS331	1
WGS502	1
WGS540	1
WGS711	1
WGS920	1
WGS123	3
WGS1300	1
WGS161	3
WGS2127	1
WGS2165	1
WGS2336	1
WGS2374	1
WGS2507	1
WGS2545	1
WGS2583	1
WGS2716	1
WGS2754	1
WGS2792	1
WGS2925	1
WGS2963	1
WGS3010	1
WGS332	1
WGS370	1
WGS503	1
WGS541	1
WGS712	1
WGS750	1
WGS921	1
GRB36	18
WGS1130	1
WGS124	3
WGS1301	1
WGS1510	1
WGS162	3
WGS2128	1
WGS2166	1
WGS2337	1
WGS2375	1
WGS2508	1
WGS2546	1
WGS2584	1
WGS2717	1
WGS2755	1
WGS2793	1
WGS2926	1
WGS2964	1
WGS3011	1
WGS333	1
WGS371	1
WGS504	1
WGS542	1
WGS580	1
WGS713	1
WGS751	1
WGS922	1
WGS960	1
WGS1131	1
WGS125	3
WGS1302	1
WGS1340	1
WGS1511	1
WGS163	3
WGS1720	1
WGS2129	1
WGS2167	1
WGS2338	1
WGS2376	1
WGS2509	1
WGS2547	1
WGS2585	1
WGS2718	1
WGS2756	1
WGS2794	1
WGS2927	1
WGS2965	1
WGS3012	1
WGS3050	1
WGS334	1
WGS372	1
WGS505	1
WGS543	1
WGS581	1
WGS714	1
WGS752	1
WGS790	1
WGS923	1
WGS961	1
WGS-84	103
WGS1132	1
WGS1170	1
WGS126	3
WGS1303	1
WGS1341	1
WGS1512	1
WGS1550	1
WGS164	3
WGS1721	1
WGS1930	1
WGS2168	1
WGS2339	1
WGS2377	1
WGS2548	1
WGS2586	1
WGS2719	1
WGS2757	1
WGS2795	1
WGS2928	1
WGS2966	1
WGS3013	1
WGS3051	1
WGS335	1
WGS373	1
WGS506	1
WGS544	1
WGS582	1
WGS715	1
WGS753	1
WGS791	1
WGS924	1
WGS962	1
WGS-85	1
WGS1133	1
WGS1171	1
WGS127	3
WGS1304	1
WGS1342	1
WGS1380	1
WGS1513	1
WGS1551	1
WGS165	3
WGS1722	1
WGS1760	1
WGS1931	1
WGS2169	1
WGS2378	1
WGS2549	1
WGS2587	1
WGS2758	1
WGS2796	1
WGS2929	1
WGS2967	1
WGS3014	1
WGS3052	1
WGS336	1
WGS374	1
WGS507	1
WGS545	1
WGS583	1
WGS716	1
WGS754	1
WGS792	1
WGS925	1
WGS963	1
WGS1134	1
WGS1172	1
WGS128	3
WGS1305	1
WGS1343	1
WGS1381	1
WGS1514	1
WGS1552	1
WGS1590	1
WGS166	3
WGS1723	1
WGS1761	1
WGS1932	1
WGS1970	1
WGS2379	1
WGS2588	1
WGS2759	1
WGS2797	1
WGS2968	1
WGS3015	1
WGS3053	1
WGS337	1
WGS375	1
WGS508	1
WGS546	1
WGS584	1
WGS717	1
WGS755	1
WGS793	1
WGS926	1
WGS964	1
World Geodetic System of 1984	380
WGS1135	1
WGS1173	1
WGS129	3
WGS1306	1
WGS1344	1
WGS1382	1
WGS1515	1
WGS1553	1
WGS1591	1
WGS167	3
WGS1724	1
WGS1762	1
WGS1933	1
WGS1971	1
WGS2589	1
WGS2798	1
WGS2969	1
WGS3016	1
WGS3054	1
WGS338	1
WGS376	1
WGS509	1
WGS547	1
WGS585	1
WGS718	1
WGS756	1
WGS794	1
WGS927	1
WGS965	1
WGS1136	1
WGS1174	1
WGS1307	1
WGS1345	1
WGS1383	1
WGS1516	1
WGS1554	1
WGS1592	1
WGS168	3
WGS1725	1
WGS1763	1
WGS1934	1
WGS1972	1
WGS2799	1
WGS3017	1
WGS3055	1
WGS339	1
WGS377	1
WGS548	1
WGS586	1
WGS719	1
WGS757	1
WGS795	1
WGS928	1
WGS966	1
WGS1137	1
WGS1175	1
WGS1308	1
WGS1346	1
WGS1384	1
WGS1517	1
WGS1555	1
WGS1593	1
WGS169	3
WGS1726	1
WGS1764	1
WGS1935	1
WGS1973	1
WGS2020	1
WGS2400	1
WGS3018	1
WGS3056	1
WGS378	1
WGS549	1
WGS587	1
WGS758	1
WGS796	1
WGS929	1
WGS967	1
WGS1138	1
WGS1176	1
WGS1309	1
WGS1347	1
WGS1385	1
WGS1518	1
WGS1556	1
WGS1594	1
WGS1727	1
WGS1765	1
WGS1936	1
WGS1974	1
WGS2021	1
WGS2230	1
WGS2401	1
WGS2610	1
WGS3019	1
WGS3057	1
WGS379	1
WGS588	1
WGS759	1
WGS797	1
WGS968	1
WGS1139	1
WGS1177	1
WGS1348	1
WGS1386	1
WGS1519	1
WGS1557	1
WGS1595	1
WGS1728	1
WGS1766	1
WGS1937	1
WGS1975	1
WGS2022	1
WGS2060	1
WGS2231	1
WGS2402	1
WGS2440	1
WGS2611	1
WGS2820	1
WGS3058	1
WGS589	1
WGS798	1
WGS969	1
WGS1178	1
WGS1349	1
WGS1387	1
WGS1558	1
WGS1596	1
WGS1729	1
WGS1767	1
WGS1938	1
WGS1976	1
WGS2023	1
WGS2061	1
WGS2232	1
WGS2270	1
WGS2403	1
WGS2441	1
WGS2612	1
WGS2650	1
WGS2821	1
WGS3059	1
WGS799	1
UTM83	2
WGS1179	1
WGS1388	1
WGS1559	1
WGS1597	1
WGS1768	1
WGS1939	1
WGS1977	1
WGS2024	1
WGS2062	1
WGS2233	1
WGS2271	1
WGS2404	1
WGS2442	1
WGS2480	1
WGS2613	1
WGS2651	1
WGS2822	1
WGS2860	1
WGS400	1
WGS1389	1
WGS1598	1
WGS1769	1
WGS1978	1
WGS2025	1
WGS2063	1
WGS2234	1
WGS2272	1
WGS230	3
WGS2405	1
WGS2443	1
WGS2481	1
WGS2614	1
WGS2652	1
WGS2690	1
WGS2823	1
WGS2861	1
WGS401	1
WGS610	1
WGS1599	1
WGS1979	1
WGS2026	1
WGS2064	1
WGS2235	1
WGS2273	1
WGS231	3
WGS2406	1
WGS2444	1
WGS2482	1
WGS2615	1
WGS2653	1
WGS2691	1
WGS2824	1
WGS2862	1
WGS402	1
WGS440	1
WGS611	1
WGS820	1
35.82000 N	2
WGS1200	1
WGS2027	1
WGS2065	1
WGS2236	1
WGS2274	1
WGS232	3
WGS2407	1
WGS2445	1
WGS2483	1
WGS2616	1
WGS2654	1
WGS2692	1
WGS270	2
WGS2825	1
WGS2863	1
WGS403	1
WGS441	1
WGS612	1
WGS650	1
WGS821	1
WGS1030	1
WGS1201	1
WGS1410	1
WGS2028	1
WGS2066	1
WGS2237	1
WGS2275	1
WGS233	3
WGS2408	1
WGS2446	1
WGS2484	1
WGS2617	1
WGS2655	1
WGS2693	1
WGS271	2
WGS2826	1
WGS2864	1
WGS404	1
WGS442	1
WGS480	1
WGS613	1
WGS651	1
WGS822	1
WGS860	1
EUREF 89	3947
WGS1031	1
WGS1202	1
WGS1240	1
WGS1411	1
WGS1620	1
WGS2029	1
WGS2067	1
WGS2238	1
WGS2276	1
WGS234	3
WGS2409	1
WGS2447	1
WGS2485	1
WGS2618	1
WGS2656	1
WGS2694	1
WGS272	2
WGS2827	1
WGS2865	1
WGS405	1
WGS443	1
WGS481	1
WGS614	1
WGS652	1
WGS690	1
WGS823	1
WGS861	1
WGS1032	1
WGS1070	1
WGS1203	1
WGS1241	1
WGS1412	1
WGS1450	1
WGS1621	1
WGS1830	1
WGS2068	1
WGS2239	1
WGS2277	1
WGS235	3
WGS2448	1
WGS2486	1
WGS2619	1
WGS2657	1
WGS2695	1
WGS273	2
WGS2828	1
WGS2866	1
WGS406	1
WGS444	1
WGS482	1
WGS615	1
WGS653	1
WGS691	1
WGS824	1
WGS862	1
WGS1033	1
WGS1071	1
WGS1204	1
WGS1242	1
WGS1280	1
WGS1413	1
WGS1451	1
WGS1622	1
WGS1660	1
WGS1831	1
WGS2069	1
WGS2278	1
WGS236	3
WGS2449	1
WGS2487	1
WGS2658	1
WGS2696	1
WGS274	2
WGS2829	1
WGS2867	1
WGS407	1
WGS445	1
WGS483	1
WGS616	1
WGS654	1
WGS692	1
WGS825	1
WGS84/NAD83	75
WGS863	1
WGS1034	1
WGS1072	1
WGS1205	1
WGS1243	1
WGS1281	1
WGS1414	1
WGS1452	1
WGS1490	1
WGS1623	1
WGS1661	1
WGS1832	1
WGS1870	1
WGS2279	1
WGS237	3
WGS2488	1
WGS2659	1
WGS2697	1
WGS275	2
WGS2868	1
WGS408	1
WGS446	1
WGS484	1
WGS617	1
WGS655	1
WGS693	1
WGS826	1
WGS864	1
NAD 83	6465
WGS1035	1
WGS1073	1
WGS1206	1
WGS1244	1
WGS1282	1
WGS1415	1
WGS1453	1
WGS1491	1
WGS1624	1
WGS1662	1
WGS1833	1
WGS1871	1
WGS238	3
WGS2489	1
WGS2698	1
WGS276	2
WGS2869	1
WGS409	1
WGS447	1
WGS485	1
WGS618	1
WGS656	1
WGS694	1
WGS827	1
WGS865	1
34.35310 N	1
WGS1036	1
WGS1074	1
WGS1207	1
WGS1245	1
WGS1283	1
WGS1416	1
WGS1454	1
WGS1492	1
WGS1625	1
WGS1663	1
WGS1834	1
WGS1872	1
WGS239	3
WGS2699	1
WGS277	2
WGS448	1
WGS486	1
WGS619	1
WGS657	1
WGS695	1
WGS828	1
WGS866	1
magna sirgas	1
WGS1037	1
WGS1075	1
WGS1208	1
WGS1246	1
WGS1284	1
WGS1417	1
WGS1455	1
WGS1493	1
WGS1626	1
WGS1664	1
WGS1835	1
WGS1873	1
WGS2300	1
WGS278	2
WGS449	1
WGS487	1
WGS658	1
WGS696	1
WGS829	1
WGS867	1
WGS1038	1
WGS1076	1
WGS1209	1
WGS1247	1
WGS1285	1
WGS1418	1
WGS1456	1
WGS1494	1
WGS1627	1
WGS1665	1
WGS1836	1
WGS1874	1
WGS2130	1
WGS2301	1
WGS2510	1
WGS279	2
WGS488	1
WGS659	1
WGS697	1
WGS868	1
Withheld	3
WGS1039	1
WGS1077	1
WGS1248	1
WGS1286	1
WGS1419	1
WGS1457	1
WGS1495	1
WGS1628	1
WGS1666	1
WGS1837	1
WGS1875	1
WGS2131	1
WGS2302	1
WGS2340	1
WGS2511	1
WGS2720	1
WGS489	1
WGS698	1
WGS869	1
WGS1078	1
WGS1249	1
WGS1287	1
WGS1458	1
WGS1496	1
WGS1629	1
WGS1667	1
WGS1838	1
WGS1876	1
WGS2132	1
WGS2170	1
WGS2303	1
WGS2341	1
WGS2512	1
WGS2550	1
WGS2721	1
WGS2930	1
WGS699	1
NAD27	27301
WGS1079	1
WGS1288	1
WGS1459	1
WGS1497	1
WGS1668	1
WGS1839	1
WGS1877	1
WGS2133	1
WGS2171	1
WGS2304	1
WGS2342	1
WGS2380	1
WGS2513	1
WGS2551	1
WGS2722	1
WGS2760	1
WGS2931	1
WGS300	2
WGS1289	1
WGS130	3
WGS1498	1
WGS1669	1
WGS1878	1
WGS2134	1
WGS2172	1
WGS2305	1
WGS2343	1
WGS2381	1
WGS2514	1
WGS2552	1
WGS2590	1
WGS2723	1
WGS2761	1
WGS2932	1
WGS2970	1
WGS301	2
WGS510	1
WGS131	3
WGS1499	1
WGS1879	1
WGS2135	1
WGS2173	1
WGS2306	1
WGS2344	1
WGS2382	1
WGS2515	1
WGS2553	1
WGS2591	1
WGS2724	1
WGS2762	1
WGS2933	1
WGS2971	1
WGS302	2
WGS340	1
WGS511	1
WGS720	1
WGS1100	1
WGS132	3
WGS170	3
WGS2136	1
WGS2174	1
WGS2307	1
WGS2345	1
WGS2383	1
WGS2516	1
WGS2554	1
WGS2592	1
WGS2725	1
WGS2763	1
WGS2934	1
WGS2972	1
WGS303	2
WGS341	1
WGS512	1
WGS550	1
WGS721	1
WGS930	1
WGS1101	1
WGS1310	1
WGS133	3
WGS171	3
WGS2137	1
WGS2175	1
WGS2308	1
WGS2346	1
WGS2384	1
WGS2517	1
WGS2555	1
WGS2593	1
WGS2726	1
WGS2764	1
WGS2935	1
WGS2973	1
WGS3020	1
WGS304	1
WGS342	1
WGS380	1
WGS513	1
WGS551	1
WGS722	1
WGS760	1
WGS931	1
WGS1102	1
WGS1140	1
WGS1311	1
WGS134	3
WGS1520	1
WGS172	3
WGS1900	1
WGS2138	1
WGS2176	1
WGS2309	1
WGS2347	1
WGS2385	1
WGS2518	1
WGS2556	1
WGS2594	1
WGS2727	1
WGS2765	1
WGS2936	1
WGS2974	1
WGS3021	1
WGS305	1
WGS343	1
WGS381	1
WGS514	1
WGS552	1
WGS590	1
WGS723	1
WGS761	1
WGS932	1
WGS970	1
WGS1103	1
WGS1141	1
WGS1312	1
WGS135	3
WGS1350	1
WGS1521	1
WGS173	3
WGS1730	1
WGS1901	1
WGS2139	1
WGS2177	1
WGS2348	1
WGS2386	1
WGS2519	1
WGS2557	1
WGS2595	1
WGS2728	1
WGS2766	1
WGS2937	1
WGS2975	1
WGS3022	1
WGS306	1
WGS3060	1
WGS344	1
WGS382	1
WGS515	1
WGS553	1
WGS591	1
WGS724	1
WGS762	1
WGS933	1
WGS971	1
WGS1104	1
WGS1142	1
WGS1180	1
WGS1313	1
WGS1351	1
WGS136	3
WGS1522	1
WGS1560	1
WGS1731	1
WGS174	3
WGS1902	1
WGS1940	1
WGS2178	1
WGS2349	1
WGS2387	1
WGS2558	1
WGS2596	1
WGS2729	1
WGS2767	1
WGS2938	1
WGS2976	1
WGS3023	1
WGS3061	1
WGS307	1
WGS345	1
WGS383	1
WGS516	1
WGS554	1
WGS592	1
WGS725	1
WGS763	1
WGS934	1
WGS972	1
WGS1105	1
WGS1143	1
WGS1181	1
WGS1314	1
WGS1352	1
WGS137	3
WGS1390	1
WGS1523	1
WGS1561	1
WGS1732	1
WGS175	3
WGS1770	1
WGS1903	1
WGS1941	1
WGS2179	1
WGS2388	1
WGS2559	1
WGS2597	1
WGS2768	1
WGS2939	1
WGS2977	1
WGS3024	1
WGS3062	1
WGS308	1
WGS346	1
WGS384	1
WGS517	1
WGS555	1
WGS593	1
WGS726	1
WGS764	1
WGS935	1
WGS973	1
WGS1106	1
WGS1144	1
WGS1182	1
WGS1315	1
WGS1353	1
WGS138	3
WGS1391	1
WGS1524	1
WGS1562	1
WGS1733	1
WGS176	3
WGS1771	1
WGS1904	1
WGS1942	1
WGS1980	1
WGS2389	1
WGS2598	1
WGS2769	1
WGS2978	1
WGS3025	1
WGS3063	1
WGS309	1
WGS347	1
WGS385	1
WGS518	1
WGS556	1
WGS594	1
WGS727	1
WGS765	1
WGS936	1
WGS974	1
WGS1107	1
WGS1145	1
WGS1183	1
WGS1316	1
WGS1354	1
WGS139	3
WGS1392	1
WGS1525	1
WGS1563	1
WGS1734	1
WGS177	3
WGS1772	1
WGS1905	1
WGS1943	1
WGS1981	1
WGS2599	1
WGS2979	1
WGS3026	1
WGS3064	1
WGS348	1
WGS386	1
WGS519	1
WGS557	1
WGS595	1
WGS728	1
WGS766	1
WGS937	1
WGS975	1
WGS1108	1
WGS1146	1
WGS1184	1
WGS1317	1
WGS1355	1
WGS1393	1
WGS1526	1
WGS1564	1
WGS1735	1
WGS1773	1
WGS178	3
WGS1906	1
WGS1944	1
WGS1982	1
WGS2200	1
WGS3027	1
WGS3065	1
WGS349	1
WGS387	1
WGS558	1
WGS596	1
WGS729	1
WGS767	1
WGS938	1
WGS976	1
