v_group,reps
Labrador,54
Rio Chico,54
Maquoketa Group,54
Arakay,54
Etivluk,54
Fort Union Group,54
Millsap Lake Group,54
Wentworth,310
Niagara,1078
Monmouth Grp,55
Branik Limestone,55
Bayan Har,55
Narrabeen Group,55
Tobin Fm,55
Pottsville,55
Hamilton Group?,55
Yellow Pine,55
Muscatatuck,55
Xiangshan,55
Kamloops,311
McLeansboro Grp,311
Cisco Group,28727
Qigu,56
Seto,56
Shishugou,56
Chouteau,56
Niobrara,56
Naco Group,56
Lower Keuper,56
Kansan,56
Corniferous Grp.,56
Daleje and Hlubocepy beds,56
Mayaguez Group,56
Vanoss Group,56
Lockport Group,56
Solent Group,15928
Upper Ecca,57
Carrion,57
Barnwell,57
Susquehanna Group,57
Yaeyama Group,57
Cumberland,57
Stonehaven Group,57
Fort St. John,57
MADERA,57
Oriskany Group,57
Belgian Coal Measures Group,57
TUBARA GROUP,57
Galena Grp,313
Black River Group,569
Chesapeake Group,38969
Wealdon Grp,58
Otway,58
Leintwardine Group,58
Gatun,58
Yaruga,58
Columbus,58
Mangapurupuru,58
McKay,58
"Great Britain Superficial Deposits Supergroup, Crag Group",58
Tegama,58
Tobago Volcanic,58
Pucara,570
Windsor Grp,1082
McLeansboro,4666
Yezo Group,6458
Pamunkey Grp,59
Ridge Basin Group,59
NAPARIMA,59
Uchiura,59
Suberidani Group,59
Maizuru Group,59
Lake Frome Group,59
Keokuk Grp,571
TRINITY GROUP,827
Morrow Group,2363
Magdalena Grp,60
Strathclyde Group,60
Kholmsk,60
Calcari nummulitici,60
St. Louis,316
Canyon Grp,828
Malargüe,1596
Ancholme Group,5180
Thung Song,61
Sasebo,61
Ottawa,61
ORANGEBURG GROUP,61
Broken River,317
Kewanee Group,10813
Chico,62
Dakota Sandstone,62
Lockport Grp.,62
Upper Oil Shale,62
Arisaig Grp,2366
Osage Group,5182
Portage Group,63
Rocky Mountain,63
Group des Rich,63
Witteberg,63
Nama Grp,63
Hermosa,831
Tokai Group,64
Oriskany,64
Calcari Grigi,64
Idaho Group,64
Shindong,64
cave earth,64
"Carboniferous Limestone Supergroup, Upper Limestone Group",64
SCRAPTIIDAE,64
Barr Group,64
Ellenburger,64
Allegheny Grp,320
Selma,832
Richmond Grp.,65
Kuruma,65
Edgewood Group,65
Nisai,65
Campos Gerais,65
Utatur Group,65
Myrtle,65
CISCO,65
Patterson Ranch,65
Buntsandstein,577
FORT UNION,1089
Pogonip,1345
Clear Fork Grp,66
Niagara Grp.,66
Karoo,66
Kamikurosawa Group,66
Lafonia Group,66
Wristen,66
Uspallata,66
Pendik,66
Meadfoot Group,322
Hafún,322
OGALLALA,1858
Shaqra,3650
Magnoliopsidae,4930
Upper Visby Beds,67
Rosario,67
Tempelfjorden,67
Judith River,67
Weald Clay,67
Upper Helderberg Grp,67
Arbuthnott-Garvock Group,67
Newcastle,67
Inferior Oolite Group,835
Council Grove,2371
Dresbach,68
Gramscatho Group,68
Ajlun,68
Unplaced,86084
Baqueró,69
Middleton Group,69
Botany Bay,69
Cabaniss Group,69
Wildcat Group,69
"Coal Measures Supergroup, Middle Coal Measures Group",69
Souma-Nakamura Group,69
Osage,837
Hamilton Group,6725
Burnt Bluff,70
Chico Grp,70
Itoshiro Group,70
St. Marys,70
Soma,70
Ramon,70
Bourbon Group,70
Green Point Grp,70
Toyora Group,326
Matawan,326
"Karoo Supergroup, Ecca Group",71
Cimarron,71
Sakamena,71
Coahuila,71
Mba,71
Dan River,71
HELOPHORIDAE,71
MAQUOKETA GROUP,72
"Carboniferous Limestone Supergroup, Yoredale Group",72
Gosau Group,72
Great Scar Limestone,72
Wichita Grp,72
Erunakovskaya,72
Bringewood Group,72
Rancocas Grp,72
Cincinnati Grp.,72
Shimokawa Group,72
Augusta Group,840
Midway,2376
Thames Group,13384
Medina,73
Medina Group,73
Lyons,73
Quebec,73
Fredericksburg Group,9545
Wabaunsee Group,29001
Madera,74
Racoon Creek,74
Murihiku,74
Mannville,74
Takitimu,74
NOT APPLICABLE,74
Reefton,74
CUTLER,74
Ausseing,74
Eday flagstone,74
Newwark Supergroup,74
St John's,74
Chaicay?n,330
"Wealden Supergroup, Hastings Group",330
Maude,1354
Illinoian,75
Guata,75
Bolander,75
Mengkungao Series,75
Subatlas,75
Harcourt,75
Semliki,75
Barmari,75
Traverse,331
Lower Chester,587
COCCINELLIDAE,587
Okeechobee,843
Batain Group,76
Nyker,76
Knobstone Grp,76
Table Mountain,76
HAMILTON GRP,76
Mauch Chunk,76
Dobrotiva Fm,76
Landen,76
Vicksburg Grp,76
Detroit River,76
White River,332
Shiobara Group,332
Edgewood,588
Fort Union,77
Zaluch,77
BARNWELL GROUP,77
Waverly Grp.,77
MONOTOMIDAE,77
Tsagaan Olom Grp,77
Jalainor,77
Supai Group,77
Belden,77
Bihoku Group,78
NITIDULIDAE,78
Mesaverde Group,78
Mata,334
Nashville Group,1358
Alum Bluff Group,1614
Bell Island,79
Ochelata,79
Strawn,79
Buchan,79
Rupel Groep,79
Villeta,335
Pleasanton,80
Meramec Group,80
Raibl,80
Zurmutinskaya Series,80
Central Inlier Group,80
Fifteenmile,80
Ellis,80
Miaoli,336
Blackwater,81
Haima Group,81
Sherwood Sandstone,81
Navosa,81
Madison Group,81
Wangshi,81
Potsdam Group,81
Mauch Chunk Grp,81
Mine Group,337
Gault Group,593
Miyako Group,593
Clifton Down Group,82
Pioche,82
Ditton Group,82
Selma Group,3922
Cherokee Group,4946
Umpqua Group,7762
Mabou Grp,83
Beacon Supergroup,83
Daule,83
Villaviciosa,83
Mauch Chunk Group,83
Paganzo,83
Midden-Noordzee Groep,83
Seven Devils,83
Raccoon Creek,83
Dornick Hill,83
White Limestone,339
Knox Group,84
"Old Red Sandstone Supergroup, Thurso Flagstone Group",84
Arcturus,84
Leitrim Group,84
"Ezillo Section, Eze-Aku Formation",84
Rundle,340
Benton Group,1108
Niagara Group,1620
Hermosa Group,85
Admrial Group,85
Claiborne Group,16725
Tarma,86
Hogklint Group,86
Delaware Mountain Grp,86
Pease River Group,86
Bathurst Island,86
Beacon,86
Rio do Peixe,86
Santa Victoria,86
Clear Fork,854
Trenton Group,2134
Navarro Group,2390
Abadia,87
Eagle Ford,87
Peak Limestone,87
Jehol,343
Bon Tsaagan,343
Kaierero,599
Manitoba,88
Urahoro,88
Cliefden Caves Limestone,88
Manzano Group,88
Sonyea,1368
"Old Red Sandstone Supergroup, Lower Old Red Sandstone",1368
Stewart Valley,3160
Stinchar Limestone Group,89
Bihoku,89
Fossil Bluff,89
Duncannon,345
Goshoura,345
Montana,1113
Simcoe,1113
Mae Sariang,90
Sulphur Springs,90
Tres Marias,90
Conception,90
Ishikari,90
Harper Ranch,90
Eagle Ford - Woodbine Group,346
Chatham Group,3418
Argovian,91
Germanic Trias Group,91
Ardmillan Group,91
Humber Arm,91
Lower Kadonosawa Formation,91
Kochigatani,92
Rolling Downs,92
Colville,92
Dereköy Unit,92
Ellis Group,92
Kobe,92
Tremp,348
Coal Measures Supergroup,1116
Mauch Chunk Grp.,93
Tomioka Group,93
Burindi,93
Dockum,349
Leine,94
Taishu Group,94
BLACK RIVER,94
Malargue,94
VICKSBURG GROUP,350
Tal Group,350
First Bani Group,862
Omo,2398
Gipsdalen,95
Arad,95
lower carbonaceous series,95
Ubagan Series,95
CLEAR FORK,95
Pottsville Grp.,95
Chester Grp,95
Weißjura,95
St. George,351
Chazy Grp,351
Meramec,351
Hunton Group,2655
Kinderhook,96
Hyd,96
Monterey Group,96
Izumi,96
Gordon,96
Washita,10080
"Coal Measures Supergroup, Upper Coal Measures Group",97
Oriskany Ss,97
"Old Red Sandstone Supergroup, Strathmore Group",97
Sundance,97
SILPHIDAE,97
Lower Greensand  Group,97
Allegheny,354
Zechstein Group,99
Ocala Group,99
Matapedia,99
Oncala,99
Turia,99
Kakegawa,99
Wabaunsee,1123
DUNKARD,1635
Traverse Group,10339
Montoya Group,100
Drummock,100
Alma,100
Burlington,100
Ancholme Clay Group,100
Hakobuchi,100
Wealden Group,356
Princeton Group,356
Richmondian,612
White River Group,7524
Alum Bluff Grp.,101
Grey Chalk Subgroup,101
Uonuma Group,101
Champion Bay,101
Ashgill Group,613
Medina Grp,102
El Reno,102
Rusinga Group,102
Miyazaki Group,102
Wayne Group,1382
"mid-Luangwa Basin, Beaufort Group",103
Shioya,103
Manuherikia,103
Dakota Grp,103
Mosby,103
West Progo,103
Kurnub,103
Guban,104
Brownstown,104
Black Creek,104
Bokkeveld,616
Rosario Group,3176
Hemingford,105
Laramie Group,105
"Old Red Sandstone Supergroup, Caithness Flagstone Group",105
Holy Cross Mountains,105
ELATERIDAE,105
Slite Group,105
Chesapeake Grp.,105
Fredericksburg Grp,361
KEWANEE,361
Trinity Group,4457
Kaskaskia,106
Cliefden Caves Limestone Group,106
Eureka Sound,106
Owens Valley,106
Krebs Grp,362
Volcanopelagic Succession,618
Dornick Hills,874
Midway Group,1898
WILCOX GROUP,107
Santa Fe,107
Itarare,107
La Jolla,108
Eden,108
Chemung Grp,620
Timbered Hills Group,109
Waverly Group,109
Fanning River,109
Chapada,109
Gondwana,109
Ored-Ramsasa Group,109
Chickamauga Group,110
Bala Group,110
Crag,366
C3,622
Colorado Grp,1134
CARABIDAE,1134
Arbuckle,7790
Hunton,33646
Eke,111
Escabrosa Group,111
Khan,111
Salta,111
Chuar,111
Ft. Union,367
Cenozoic,1135
Upper Beaufort,112
Fukuji Formation,112
Star Peak Group,624
Fredericksburg,2416
Cayuga Group,113
Infracombe Slates,113
Admire Grp,369
"Great Britain Superficial Deposits Supergroup, Britannia Catchments Group",114
OCALA GROUP,114
CONEMAUGH,370
"Old Red Sandstone Supergroup, Middle Old Red Sandstone",2162
Chesapeake,4210
Prairie du Chien,115
Whitehouse Group,115
Hawthorn Group,116
Ellenburger Group,628
Bertie Grp,9588
Krebs Group,10612
Barmari Group,117
MELYRIDAE,117
Saginaw,118
Lansing,374
Solent,374
Bornu Basin,630
Gosau,630
Kishima Group,2678
Viola,5494
Braunjura,119
Nihewan Beds,119
Columbia River Basalt,119
Siwalik Group,119
Newcastle Group,119
Taga,119
COUNCIL GROVE,375
Inyan Kara Group,120
Kirkerud,120
First Bani Grp,120
Rockhampton,120
West Falls,120
Nojima Group,376
Bowie,1144
Table Head Grp,2936
Cabaniss,121
Enciso,121
Ogallala Grp,1145
Stones River,122
ANOBIIDAE,122
Bird Spring,122
Hamiton,122
Cow Head,890
Shawnee,123
Conasauga Group,123
Toyora,379
Lisburne Group,379
Ramon Group,124
Humber Arm Grp,124
Big Snowy,124
San Lorenzo,380
Imperial Group,1404
Kansas City Group,23932
Cementstone,125
Back Creek,125
Ogallala,1917
Victoria Group,24189
High Bridge,126
DES MOINES SERIES,126
Annaka Group,126
Yongwol,382
Moose River Group,894
Hazelton,894
Delaware Mountain Group,3710
ALUM BLUFF GROUP,44926
Whitcliffe Group,127
Wasatch,127
Monmouth,383
Fredricksburg,128
Mainz Basin,128
Liten,896
Vogel River Series,129
Wayne Grp,129
Fundy Grp,129
Colville Group,129
Namyau Group,129
Montana Grp,385
Great Oolite Group,3201
White River Grp.,7553
Magdalena,130
Ardmillan,130
Siwalik,386
Middle Limestone,642
Carboniferous Limestone Supergroup,1410
Troaon,131
Beaufort Series,131
Allegheny Group,131
Parsons Grp,131
Bisbee,131
Manitou,131
Chouteau Group,132
Belly River (Judith River) Group,132
Plateau Volcanics Series,132
Arthurton,132
LARAPINTA GROUP,644
Selma Grp,1668
Montana Group,14468
Chase,133
Aquitanian,133
Asuncion,389
"New Red Sandstone Supergroup, Mercia Mudstone Group",134
NEWARK SUPERGROUP,134
Bracklesham Group,12166
Princeton,135
Blue Bottom,135
Seheb El Rhassel,135
Upper Border,391
Yezo,391
Puget Group,391
Borden Group,2439
Sixshooter Group,136
Puget,392
Genesee Group,137
Atsumi Group,137
Cincinnati,137
Miyako,393
Hemse,393
New Red Sandstone Supergroup,138
Yellow Limestone Group,138
Twin Buttes,138
Eagle Ford Group,2954
Bocas del Toro,2954
ARBUCKLE,139
Baden,139
Chazy Group,139
Burlington Group,395
Magdalena Group,651
Cherokee,907
Chester,907
Praha Fm,140
El Paso,396
Glenelg,652
Coastal,1932
Lorraine,141
Visby Group,141
Ancholme,141
St. John,141
Peninj,142
Laba,142
Allegheny Grp.,398
Cedar Valley,910
Traverse Grp,5006
"Parana Basin, Rosario do Sul Group",143
Ktaoua,143
White Limestone Group,143
Monte Cristo Group,143
Black Creek Group,143
Navarro,399
Beaufort,911
St. Louis Group,144
Kaskaskia Grp,144
Deese,144
Hamra Group,144
Himenoura,145
Achguig,145
Nebida,145
Sumner Group,401
San Pedro,913
Fuchsia,146
Keuper,146
Austin Group,2450
Simpson,2450
Strawn Group,16786
Keokuk,147
Lothagam,147
Selma Grp.,147
Armendaris,147
Ruby River Basin,148
Futaba,148
Table Head,404
Tetori,404
Skiatook Group,916
Washita Grp,916
WHITE LIMESTONE GROUP,1172
Newcastle Coal Measures,149
Umphang,149
Taebaek,149
Magnesian Limestone Group,149
Genesee Grp,1941
Middle Ecca,150
Hayang,150
Noda Group,150
Aldrich Mountains,150
Austin,150
Blount Group,150
Borden Grp,406
Albertine,1174
Tetori Group,1686
Akgöl,151
San Diego,151
"The Great Britain Superficial Deposits Supergroup, British Coastal Deposits Group",151
Kendeng,151
Inferior Oolite,151
Santiago,151
Road River,151
Cincinnati Grp,408
Edwards Group,408
Stones River Group,408
Krebs,1944
Dakota,6808
Palm Spring Group,153
Middle Yezo,153
Montoya,153
Cuyo,153
Alum Bluff,6553
Artibonite,154
Slite,154
Pottsville Group,154
Pacheco,154
Ravenscar Group,154
Oconee,410
LANSING,155
Seymour Island,155
Kuruma Group,923
Upper Estuarine Group,412
Purbeck Group,1180
COASTAL GROUP,2716
C2,157
Katsuta Group,157
Pitt Island,157
La Jolla Group,28061
Bozeman,158
Monterey,158
Muschelkalk,158
Niagaran,158
Simojovel,158
Himenoura Group,158
Easley Group,158
Potomac Grp,159
Kaskaskia Group,159
New Red Sandstone,159
Clinton Grp,927
Taylor Group,1951
Trinity,1184
Douglas Group,8864
Bug Creek,161
Chesapeake Grp,161
Rio Cachira,161
Narpa Group,161
Thaynes,161
Corallian Group,417
Lambeth Group,417
SCIRTIDAE,162
Coastal Group,418
Lower Greensand Group,1186
Hemse Group,163
Hordaland,163
El Paso Group,163
Khuvsgul Grp,163
Geyik Dagi Unit,419
Chemung,675
Cabo Blanco,675
Vicksburg,2211
Santa Ines Group,164
Okaw,164
Umpqua,420
Agua de la Peña,165
Horton,166
Corniferous Group,166
Black River Grp,166
WABAUNSEE,1190
Belly River,2982
Mesaverde,5798
Kinderhook Group,167
Barranca,423
Upper Yezo,423
Clinton,3751
Washita Group,11175
Burnt Bluff Group,168
Tamar,168
Cedarville,168
Great Estuarine Group,169
Lower Trenton,169
HAMILTON GROUP,170
Aubrey Group,170
Madison,1450
Sumner,171
Petane,171
Karoo Basin,172
Passa Dois,172
Beaufort Group,428
Stones River Grp,940
Hunton Grp,8620
Poway Group,10668
Shiatook Grp,173
Awash,685
Feijas internes,174
Monmouth Group,174
Trenton Ls,174
Kunga,4014
Ferrar Group,175
Smoky,175
HETEROCERIDAE,175
Vicksburg Group,1455
Kazusa Group,1455
Fingal,176
Goshoura Group,177
Naco Grp,177
Wildcat,1457
Chalk Group,11697
Nottawasaga,178
Stranraer,178
Azab,434
Maquoketa,434
Clinton Group,946
SAN PEDRO,179
TENEBRIONIDAE,179
Strawn Grp,947
COLORADO,3251
Lower Greensand,180
"Carboniferous Limestone Supergroup, Oolite Group",436
Potomac,1204
Yellow Limestone,181
Bend,181
WASHITA GROUP,182
Woodbine Group,182
DYTISCIDAE,182
Oquirrh Group,182
"Ardmillan Group, Drummuck Subgroup",1974
WHITE RIVER,34230
Sangre de Cristo,183
Borden,183
"Carboniferous Limestone Supergroup, Great Scar Limestone group",695
Galena,2487
La Vid,184
Laramie,440
Rio Guatemala,185
Ipswich Coal Measures,185
Yakoun,185
Clear Fork Group,442
IDAHO,698
Aorere,187
Yanshiping,187
Agawam,443
Nevada,443
Park City,1211
Itsukaichimachi Group,188
Ryoseki Group,444
Cayuga Grp,444
Claiborne,10428
"Great Britain Superficial Deposits Supergroup, Dunwich Group",445
"Wealden, Wealden Group",1981
SEYMOUR ISLAND GROUP,7357
Utica Group,190
Amran Group,190
STAPHYLINIDAE,958
Conemaugh Grp.,1214
Ube,191
Lexington Ls Group,191
Powder River Group,191
Wenlock Group,191
Raf Raf,192
BOZEMAN,192
Arbuckle Group,192
Namlang,704
Otiake,193
Newark,193
Meishucunian,193
Ocala,449
Strzelecki,449
Interlake,449
Shawnee Grp,1217
HYDROPHILIDAE,962
Difunta,195
Lockport,195
Somanakamura Group,195
Wichita,4547
Daly River,196
Carbondale Group,196
Platteville,964
Nawar,197
Hogklint Beds,198
Kuji Group,198
CHASE,198
Hudson River,454
Wassuk,199
Upper Yezo Group,711
Tepuel,200
Zechstein,200
Bertie,200
Breathitt Group,456
Cisco Grp,4040
Khorat,201
Middle Keuper,201
COPACABANA,201
MEADE,713
Cincinnati Group,2249
Great Estuarine,202
Surma,202
MONTANA,458
MIDWAY GROUP,458
Chimneyhill,203
Tully,715
Brownsport Group,204
Murrumbidgee Group,204
Beekmantown Group,204
Ravenscar,716
Richmond Group,1484
Canyon Group,10444
Helderberg Grp.,205
Wollaston Forland,205
Dan River Grp,461
Helderberg Group,973
Murrumbidgee,206
Werra,974
Claiborne Grp,1742
DOUGLAS,1742
Linden Grp,5070
Shiratorigawa Group,207
Torinosu,207
Bend Grp,719
Moore Hollow Group,975
Adnet,208
Dakota Group,208
Bainbridge,208
Miura Group,2000
Raneces,209
Salina Grp,2513
Chaleurs,466
Nabon,211
Pictou,211
Kenai Group,211
Richmond,212
Sagami Group,212
Chemung Group,468
Potomac Group,724
Clackmannan,213
Marmaton Grp,1237
Rosario do Sul,214
Sakishima,214
Midway Grp,215
Middle Yezo Group,471
Bozeman Group,727
Selborne Group,4823
Warsaw Group,216
Saint David's Group,216
Pamunkey Group,1496
KANSAS CITY,217
Ochelata Group,6873
Nariwa Group,218
Traverse Grp.,730
Nevada Group,219
Port Charlotte Grp,219
Whitehorse Grp,475
Bou Tchrafine,220
Yoredale Group,220
Ashiya,220
Edgewood Grp,476
Lansing Grp,988
Lorraine Grp,1500
CRYPTOPHAGIDAE,221
Transvaal,477
Hudson River Group,222
Radiolarite,222
Nanggulan,224
Wildcat Grp,224
Eden Group,225
Newark Group,225
Penarth Group,481
Pleasanton Group,3553
Lower Beaufort,226
Chinle,482
Chapursan,227
Anticosti,484
San Pablo,229
Hioki Group,229
Gustav,741
CLAIBORNE GROUP,2277
Hokutan Group,742
Helderberg,742
Ryukyu,1254
Kewanee,1510
Herald,231
Mendoza,231
Tonohama Group,231
Higashi-Tanakura,231
Richmond Grp,487
Wabaunsee Grp,743
Waitemata,232
Selong,232
Meriden,232
Douglas Grp,1000
Newark Spgrp,233
Balclatchie Group,489
"Carboniferous Limestone Supergroup, Lower Limestone Group",234
Cow Head Grp,1514
Penarth Grp,491
Long Point Grp,236
Choctawhatchee,236
Bowie Group,492
Maysville Grp,1516
Skiatook,237
Maiya Group,237
Jackson,5101
Black River,238
Wilcox Group,1262
Choshi Group,239
Terlingua Group,495
Bracklesham,1007
Ogallala Group,2031
SELMA GROUP,2288
Tongeren,241
Dornick Hills Group,497
Coal Measures,2289
Shawnee Group,69106
Puget Group ?,243
Dhiarizos,243
Lower Lothian Group of Calciferous Sandstone Measures (Series),243
Large Mammals,7667
Columbia River Basalt Group,757
Mesa Verde Group,757
Arisaig Group,1013
Saint Louis Group,246
Chatham,246
Helderberg Grp,3830
Wilcox,5622
Chase Group,7671
Maysville Group,504
Hawthorn,760
Bauru,249
Thung Song Group,505
Kakegawa Group,1017
Newark Grp,1274
Colorado,3066
C4,251
CANTHARIDAE,251
SELMA,507
Marambio,2555
Maysvillian,252
Hakobuchi Group,252
Cubagua,252
"Karoo Supergroup, Beaufort Group",508
Kansas City,253
Charco Azul,253
Junzihe,254
Bad Cache Rapids,254
CURCULIONIDAE,254
,2157276414
Glen Canyon,255
Timbered Hills,2559
